cluster_id,centroid_x,centroid_y,n_transcripts,n_genes_unique,radius_um,top_genes,inferred_type,marker_confidence,nuclear_score,nearest_cell_dist
7200,3872.2,617.7,133,60,24.3,"CAMK2N1(20), KIF5A(11), ENC1(7), CCNI(6), LMO4(5)",Astrocyte,0.023,0.4258,19.5
7201,3902.2,645.2,244,92,31.0,"CAMK2N1(23), ENC1(13), HSPA8(10), NORAD(9), YWHAH(8)",GABAergic,0.016,0.432,8.3
7202,3941.3,566.4,241,80,24.8,"CAMK2N1(33), NORAD(15), ENC1(14), KIF5A(12), YWHAH(9)",Oligodendrocyte,0.012,0.4193,24.3
7203,3792.4,640.3,120,57,21.6,"CAMK2N1(12), CCNI(8), NORAD(7), KIF5A(6), NEFL(4)",Glutamatergic,0.008,0.4255,20.6
7204,3924.5,700.4,67,39,16.3,"CAMK2N1(11), NORAD(5), HSPA8(4), CCNI(3), SV2A(3)",GABAergic,0.03,0.4221,15.5
7205,3949.9,658.8,41,29,10.9,"CAMK2N1(3), CCNI(3), DIRAS2(3), MTURN(3), ENC1(2)",GABAergic,0.024,0.4217,13.1
7206,3912.2,574.8,81,47,15.5,"CAMK2N1(10), CCNI(5), KIF5A(5), NEFL(4), NORAD(4)",Astrocyte,0.037,0.4165,38.6
7207,3791.8,722.9,52,39,14.0,"CAMK2N1(8), ENC1(4), SNPH(3), ZNF483(2), AK5(1)",Astrocyte,0.038,0.4343,14.2
7208,3834.7,5063.7,67,42,13.7,"CAMK2N1(5), CCNI(5), MBP(5), KIF5A(4), NEFL(4)",Oligodendrocyte,0.075,0.4238,12.7
7209,3838.4,5100.2,170,74,28.5,"CAMK2N1(11), CCNI(10), KIF5A(10), MBP(10), NEFL(8)",Oligodendrocyte,0.071,0.4372,23.9
7210,3820.9,5139.6,80,44,14.6,"KIF5A(10), TMSB10(6), CCNI(5), MTURN(5), MBP(4)",Oligodendrocyte,0.05,0.4259,27.6
7211,3809.3,5361.0,58,34,12.0,"DIRAS2(6), CAMK2N1(4), NORAD(4), KIF5A(3), SOD2(3)",Oligodendrocyte,0.034,0.4175,13.2
7212,3987.1,5327.5,51,38,14.0,"CAMK2N1(4), KIF5A(4), NRXN1(3), AK5(2), ENC1(2)",Astrocyte,0.02,0.4312,14.6
7213,3762.7,5706.4,45,38,11.2,"CCNI(2), CTIF(2), DKK3(2), MBP(2), MTURN(2)",Oligodendrocyte,0.044,0.4551,12.6
7214,3788.4,5669.1,61,36,13.4,"CAMK2N1(8), KIF5A(6), MBP(6), MTURN(4), NORAD(3)",Oligodendrocyte,0.098,0.4105,12.9
7215,3933.8,5594.1,59,39,12.6,"KIF5A(5), TMSB10(4), CAMK2N1(3), HSPA8(3), NEFL(3)",Astrocyte,0.034,0.4322,14.8
7216,3864.0,5964.3,173,74,20.2,"KIF5A(13), MTURN(11), YWHAH(9), CAMK2N1(6), KIF1A(6)",Oligodendrocyte,0.029,0.4386,20.8
7217,3781.2,6206.3,34,23,9.4,"MBP(6), CAMK2N1(4), OSBPL1A(3), KIF5A(2), AK5(1)",Oligodendrocyte,0.206,0.4288,18.1
7218,3848.6,6014.9,137,71,23.2,"CAMK2N1(9), KIF5A(7), MTURN(6), ENC1(5), MBP(5)",Oligodendrocyte,0.044,0.435,16.6
7219,3861.8,6111.8,79,43,17.1,"MBP(9), CAMK2N1(7), NORAD(5), GFAP(4), MTURN(3)",Oligodendrocyte,0.127,0.4158,20.8
7220,3954.5,6114.6,225,89,33.4,"KIF5A(16), CAMK2N1(12), MBP(12), YWHAH(9), KIF1A(8)",Oligodendrocyte,0.058,0.4303,31.0
7221,3761.1,6418.4,239,92,23.1,"DKK3(13), YWHAH(11), LMO4(10), MTURN(10), AK5(8)",Astrocyte,0.021,0.4273,18.4
7222,3776.3,6281.3,72,40,16.2,"KIF5A(8), CAMK2N1(7), MBP(7), ENC1(6), CCNI(2)",Oligodendrocyte,0.097,0.4185,13.1
7223,3807.2,6304.3,110,68,21.4,"MBP(6), CAMK2N1(5), CNP(5), MTURN(5), KIF1A(4)",Oligodendrocyte,0.064,0.4473,20.9
7224,3966.0,6399.6,86,57,15.9,"CNP(4), MBP(4), YWHAH(4), AK5(3), CABP1(3)",Oligodendrocyte,0.081,0.4708,16.4
7225,3982.9,6360.2,84,51,16.6,"KIF5A(6), NORAD(5), MTURN(4), CCNI(3), DIRAS2(3)",Oligodendrocyte,0.06,0.4218,17.7
7226,3846.6,6577.5,137,64,24.8,"MBP(15), CAMK2N1(14), MTURN(7), NPTX1(5), GFAP(4)",Oligodendrocyte,0.124,0.4253,14.5
7227,3886.6,6565.7,116,53,18.9,"MTURN(9), NTRK2(8), YWHAH(8), CAMK2N1(7), TMSB10(6)",Oligodendrocyte,0.043,0.4322,12.9
7228,3973.1,6706.3,50,33,13.0,"CAMK2N1(4), KIF5A(4), AK5(3), HSPA8(3), NPTX1(3)",Astrocyte,0.04,0.4218,6.7
7229,3980.3,6572.6,85,46,18.2,"CAMK2N1(8), KIF5A(6), CCNI(5), KIF1A(5), ENC1(4)",Oligodendrocyte,0.024,0.4083,13.1
7230,3994.0,6738.9,78,41,14.3,"HSPA8(6), CAMK2N1(5), MBP(5), DKK3(4), ENC1(4)",Oligodendrocyte,0.064,0.4243,23.4
7231,3921.8,854.4,204,78,26.6,"CAMK2N1(19), ENC1(15), HSPA8(11), DKK3(9), KIF5A(8)",GABAergic,0.02,0.4223,24.7
7232,3761.4,814.4,67,41,13.4,"CAMK2N1(10), KIF5A(5), HSPA8(4), HPCAL1(3), ATP2B4(2)",GABAergic,0.045,0.4165,19.0
7233,3785.0,827.3,98,48,18.0,"CAMK2N1(14), CCNI(7), ENC1(4), KIF1A(4), MTURN(4)",GABAergic,0.02,0.4299,17.2
7234,3844.5,895.4,50,32,13.7,"CAMK2N1(11), MAP2K1(3), AK5(2), ENC1(2), HLA-DRB1(2)",GABAergic,0.04,0.4369,12.3
7235,3940.1,770.4,113,60,17.7,"CAMK2N1(15), HSPA8(8), DKK3(5), ENC1(5), AK5(4)",Astrocyte,0.018,0.4295,14.1
7236,3952.5,1717.9,83,36,15.1,"CAMK2N1(14), YWHAH(5), EGR3(4), NEFL(4), NORAD(4)",Oligodendrocyte,0.012,0.4063,33.9
7237,3971.8,1736.9,34,25,9.6,"CAMK2N1(4), HSPA8(3), DKK3(2), NPTX1(2), SV2A(2)",Unknown,0.0,0.4283,21.4
7238,3910.6,1717.9,67,45,14.6,"CAMK2N1(8), HSPA8(3), KIF1A(3), NPIPA1(3), AK5(2)",Oligodendrocyte,0.03,0.4436,37.2
7239,3976.6,1717.0,43,30,12.9,"CAMK2N1(5), NORAD(4), DKK3(2), ENC1(2), LMO4(2)",GABAergic,0.023,0.4242,10.5
7240,3811.8,1777.5,269,92,28.8,"CAMK2N1(23), HSPA8(16), ENC1(13), DKK3(10), KIF5A(10)",GABAergic,0.033,0.4364,14.7
7241,3793.7,1820.4,44,32,11.6,"CAMK2N1(5), ENC1(3), NPTX1(3), HSPA8(2), KCNK1(2)",Unknown,0.0,0.4281,14.5
7242,3829.1,1854.0,88,50,13.8,"ENC1(7), NORAD(6), CAMK2N1(5), HSPA8(4), GATD3A(3)",Oligodendrocyte,0.023,0.4426,17.9
7243,3872.5,1820.6,79,34,16.0,"CAMK2N1(12), ENC1(5), MTURN(5), HPCAL1(4), NORAD(4)",Astrocyte,0.013,0.4073,18.8
7244,3965.8,1866.3,146,66,20.2,"ENC1(10), DKK3(9), HSPA8(9), CAMK2N1(8), NORAD(7)",Glutamatergic,0.014,0.4232,12.0
7245,3925.6,1770.2,81,39,13.1,"CAMK2N1(8), DKK3(6), ENC1(4), MTURN(4), BLCAP(3)",GABAergic,0.037,0.4317,12.8
7246,3864.1,2089.0,81,40,14.7,"CAMK2N1(11), KIF5A(8), ENC1(7), CCNI(6), CABP1(3)",Glutamatergic,0.025,0.4169,14.4
7247,3917.6,2135.7,163,73,33.5,"CAMK2N1(16), NORAD(8), MTURN(7), NEFL(6), DKK3(5)",GABAergic,0.012,0.4267,11.8
7248,3958.9,2015.1,118,54,13.9,"ENC1(9), HSPA8(9), CAMK2N1(8), YWHAH(7), KIF5A(5)",GABAergic,0.008,0.4235,14.8
7249,3911.0,2201.1,149,61,21.8,"CAMK2N1(10), YWHAH(10), KIF5A(9), HSPA8(6), LMO4(6)",GABAergic,0.013,0.4212,16.9
7250,3831.2,2296.0,95,52,17.2,"CAMK2N1(7), HSPA8(7), NEFM(5), CABP1(4), CCNI(4)",Oligodendrocyte,0.032,0.4163,14.1
7251,3852.9,2462.6,145,71,22.2,"CAMK2N1(11), KIF1A(6), NORAD(6), NTRK2(6), ENC1(5)",Astrocyte,0.021,0.4309,26.3
7252,3885.4,2348.3,116,68,20.5,"CAMK2N1(11), KIF5A(4), MAP2K1(4), TTC9B(4), AK5(3)",Oligodendrocyte,0.017,0.4513,6.8
7253,3906.6,2289.4,43,27,11.9,"CAMK2N1(6), KIF1A(5), KIF5A(3), HSPA8(2), MBP(2)",Oligodendrocyte,0.047,0.4315,14.6
7254,3933.2,2287.1,94,53,16.5,"CAMK2N1(12), KIF5A(5), MTURN(5), TMSB10(5), ENC1(3)",Oligodendrocyte,0.021,0.4227,20.0
7255,3944.6,2380.5,102,54,18.3,"CAMK2N1(10), NEFL(7), HSPA8(5), KIF5A(5), CCNI(4)",Oligodendrocyte,0.029,0.4216,15.2
7256,4246.4,311.4,181,83,29.4,"CAMK2N1(12), CCNI(10), KIF5A(8), MTURN(7), HSPA8(6)",Glutamatergic,0.017,0.4413,7.7
7257,4085.8,290.6,102,47,18.3,"CAMK2N1(9), NORAD(7), CCNI(5), HSPA8(4), KIF5A(4)",Oligodendrocyte,0.029,0.4357,19.7
7258,4105.9,473.0,91,54,17.4,"CAMK2N1(13), CCNI(6), NORAD(5), ENC1(4), LMO4(4)",Glutamatergic,0.033,0.424,18.2
7259,4246.1,2599.2,51,34,11.9,"CAMK2N1(6), ENC1(4), HSPA8(3), GATD3A(2), HPCAL1(2)",Oligodendrocyte,0.039,0.4288,9.5
7260,4035.2,2516.4,79,40,17.7,"CAMK2N1(7), HSPA8(6), CCNI(5), KIF5A(5), LMO4(5)",Glutamatergic,0.025,0.4107,13.0
7261,4182.3,2563.6,386,110,54.6,"CAMK2N1(39), KIF5A(30), CCNI(27), NEFL(16), NORAD(15)",Oligodendrocyte,0.021,0.4238,14.4
7262,4007.7,2705.5,32,23,9.9,"AK5(2), AKT1(2), CAMK2N1(2), CHST1(2), HSPA8(2)",GABAergic,0.031,0.4188,11.0
7263,4079.1,2781.5,107,59,17.3,"CAMK2N1(11), KIF5A(9), NORAD(6), NEFM(5), CCNI(4)",Oligodendrocyte,0.037,0.4251,21.3
7264,4091.3,2801.8,62,34,14.2,"CAMK2N1(7), YWHAH(5), LMO4(4), MBP(4), MTURN(4)",Oligodendrocyte,0.081,0.421,16.7
7265,4013.9,3715.0,72,40,15.5,"MBP(10), CAMK2N1(7), NEFL(5), MTURN(4), CCNI(3)",Oligodendrocyte,0.139,0.4226,11.8
7266,4081.5,3651.8,184,77,26.7,"KIF5A(12), CAMK2N1(11), CCNI(9), KIF1A(7), MBP(7)",Oligodendrocyte,0.043,0.4284,11.2
7267,4129.5,3699.6,90,57,16.8,"MTURN(7), CAMK2N1(6), NEFL(5), CCNI(3), HSPA8(3)",Oligodendrocyte,0.067,0.4512,12.7
7268,4174.3,3732.8,108,55,18.4,"CAMK2N1(9), MTURN(7), NORAD(7), YWHAH(6), MBP(5)",Oligodendrocyte,0.065,0.4249,24.6
7269,4241.6,3883.2,80,49,17.9,"CAMK2N1(7), KIF5A(6), CCNI(5), NEFL(5), KIF1A(3)",Oligodendrocyte,0.037,0.4368,15.6
7270,4025.4,3825.3,49,29,12.8,"CCNI(5), KIF5A(4), MBP(4), NEFL(3), TMSB10(3)",Oligodendrocyte,0.082,0.4122,11.4
7271,4009.3,4130.2,94,53,17.3,"CCNI(6), CAMK2N1(5), MBP(5), HSPA8(4), KIF1A(4)",Oligodendrocyte,0.064,0.4343,21.8
7272,4046.4,4177.3,124,59,19.2,"DKK3(8), KIF5A(8), CAMK2N1(6), CCNI(5), LMO4(5)",Oligodendrocyte,0.032,0.4246,14.0
7273,4102.2,4182.4,154,75,24.1,"KIF5A(12), CAMK2N1(9), CCNI(8), HSPA8(6), MTURN(6)",Oligodendrocyte,0.045,0.4377,22.8
7274,4113.9,4243.4,64,41,14.2,"CAMK2N1(7), KIF5A(6), CCNI(3), NEFL(3), TMSB10(3)",Oligodendrocyte,0.047,0.4302,16.6
7275,4113.9,4267.4,88,48,17.6,"KIF5A(6), NEFL(6), TMSB10(5), AK5(4), LMO4(4)",Astrocyte,0.011,0.4189,13.9
7276,4234.8,4392.2,50,36,11.9,"KIF5A(5), CCNI(3), NTRK2(3), CAMK2N1(2), CHST1(2)",Endothelial,0.02,0.4313,20.3
7277,4187.4,4687.3,234,84,22.9,"KIF5A(12), NEFM(12), HSPA8(9), NEFL(9), CAMK2N1(8)",GABAergic,0.004,0.4233,29.8
7278,4042.4,4779.3,188,86,24.1,"MBP(17), CAMK2N1(11), KIF5A(10), CCNI(8), KIF1A(8)",Oligodendrocyte,0.117,0.4389,13.6
7279,4237.1,658.4,167,62,19.9,"CAMK2N1(16), HSPA8(11), ENC1(8), DKK3(6), RASGRF2(6)",GABAergic,0.012,0.4284,25.1
7280,3998.0,543.5,50,34,13.3,"NORAD(5), CAMK2N1(4), C3(2), CABP1(2), HSPA8(2)",GABAergic,0.02,0.4652,9.3
7281,4125.6,696.1,142,62,17.0,"CAMK2N1(14), ENC1(8), HSPA8(7), AK5(6), KCNK1(5)",GABAergic,0.014,0.4361,12.9
7282,4016.0,708.3,108,56,21.7,"CAMK2N1(9), ENC1(8), KIF5A(5), LMO4(5), DKK3(4)",Glutamatergic,0.009,0.4289,16.0
7283,4041.1,693.5,44,29,11.0,"CAMK2N1(4), NTRK2(4), HSPA8(3), AK5(2), CCNI(2)",Unknown,0.0,0.4334,12.1
7284,4082.1,682.8,44,30,11.3,"CAMK2N1(5), HSPA8(3), AK5(2), CCNI(2), GAD2(2)",GABAergic,0.045,0.4477,16.2
7285,4086.3,730.5,99,45,14.7,"CAMK2N1(14), ENC1(9), CARTPT(6), NEFL(5), DKK3(4)",Unknown,0.0,0.4126,15.0
7286,4140.6,730.2,153,70,25.7,"CAMK2N1(25), KIF5A(10), CCNI(6), NORAD(6), HSPA8(5)",Astrocyte,0.02,0.423,24.0
7287,4189.7,705.4,86,53,17.6,"CAMK2N1(7), ENC1(7), DIRAS2(3), DKK3(3), HPCAL1(3)",Glutamatergic,0.012,0.4358,26.5
7288,4145.5,5042.3,118,66,19.9,"CAMK2N1(8), KIF5A(8), HSPA8(7), MTURN(7), AK5(4)",Oligodendrocyte,0.042,0.4312,13.3
7289,4119.2,4999.7,189,74,28.1,"CCNI(10), CAMK2N1(9), HSPA8(9), MBP(9), MTURN(9)",Oligodendrocyte,0.063,0.4248,12.3
7290,4207.6,5033.3,76,42,15.2,"KIF5A(9), NEFL(5), CCNI(4), MBP(4), AK5(3)",Oligodendrocyte,0.053,0.4114,14.9
7291,4137.8,5244.3,58,36,11.9,"HSPA8(7), DKK3(3), KIF5A(3), NEFL(3), YWHAH(3)",Oligodendrocyte,0.017,0.4262,11.8
7292,4245.1,5472.0,448,119,37.8,"MBP(26), KIF5A(25), NEFL(21), CAMK2N1(18), LMO4(16)",Oligodendrocyte,0.065,0.4275,25.5
7293,4182.7,5252.9,232,92,25.1,"CAMK2N1(11), HSPA8(10), KIF5A(10), YWHAH(10), CCNI(8)",Oligodendrocyte,0.03,0.4307,10.0
7294,4093.6,5699.4,177,79,27.5,"KIF5A(9), LMO4(9), CAMK2N1(8), MBP(8), CCNI(6)",Oligodendrocyte,0.056,0.4301,14.1
7295,4097.3,5571.2,80,48,15.4,"CCNI(7), CAMK2N1(6), MTURN(5), MBP(4), ENC1(3)",Oligodendrocyte,0.087,0.4429,29.3
7296,4091.0,5662.5,107,61,17.7,"CAMK2N1(10), KIF1A(5), HSPA8(4), NEFL(4), TMSB10(4)",Astrocyte,0.028,0.4244,24.3
7297,4139.1,5631.1,100,55,18.6,"CAMK2N1(8), KIF5A(6), MBP(5), DKK3(4), HSPA8(4)",Oligodendrocyte,0.06,0.423,22.0
7298,4051.5,5788.9,57,38,12.3,"CAMK2N1(4), DKK3(4), HSPA8(3), AK5(2), GJA1(2)",Astrocyte,0.018,0.4278,12.5
7299,4051.4,5810.9,76,43,16.0,"AK5(5), AQP4(4), KIF5A(4), NR4A2(4), CAMK2N1(3)",Astrocyte,0.053,0.4349,12.1
7300,4077.8,5862.5,48,31,11.2,"LGALS1(3), NORAD(3), SOD2(3), YWHAH(3), AK5(2)",Oligodendrocyte,0.042,0.4122,12.5
7301,4164.1,5976.2,152,72,19.7,"CAMK2N1(11), NTRK2(8), NEFL(7), AQP4(6), MBP(6)",Astrocyte,0.046,0.4426,15.6
7302,4188.6,5931.0,107,55,15.7,"CAMK2N1(9), KIF5A(7), MBP(7), YWHAH(6), CFAP36(4)",Oligodendrocyte,0.075,0.4334,19.3
7303,4122.4,5851.2,85,47,15.8,"KIF1A(7), KIF5A(6), NEFL(6), CAMK2N1(5), HSPA8(4)",Oligodendrocyte,0.059,0.4139,11.5
7304,4168.8,5948.2,49,36,13.6,"YWHAH(4), MTURN(3), NEFM(3), KIF5A(2), LMO4(2)",Oligodendrocyte,0.082,0.4293,11.1
7305,4168.7,6207.1,113,57,18.4,"CAMK2N1(10), HSPA8(6), MTURN(6), ENC1(5), NORAD(5)",Oligodendrocyte,0.018,0.4262,7.4
7306,4088.2,6276.0,79,42,14.4,"MBP(7), HSPA8(6), AK5(5), CAMK2N1(4), DKK3(4)",Oligodendrocyte,0.089,0.4397,10.6
7307,4004.6,6340.6,174,70,20.9,"CAMK2N1(10), KIF5A(9), CCNI(7), ENC1(7), GJA1(7)",Oligodendrocyte,0.052,0.4301,13.6
7308,4211.9,6357.5,81,43,15.8,"CAMK2N1(9), MBP(7), KIF5A(6), MTURN(5), DKK3(4)",Oligodendrocyte,0.086,0.4121,19.1
7309,4238.9,6557.6,250,81,26.8,"CAMK2N1(21), KIF5A(20), MTURN(15), YWHAH(13), CCNI(10)",Oligodendrocyte,0.044,0.4137,31.3
7310,4247.3,6623.6,273,94,43.8,"MBP(19), CAMK2N1(14), KIF5A(14), TMSB10(11), MTURN(10)",Oligodendrocyte,0.077,0.4342,13.3
7311,4211.1,6601.2,100,56,19.0,"KIF5A(7), MBP(6), ENC1(5), AQP4(4), CAMK2N1(4)",Oligodendrocyte,0.06,0.4385,21.7
7312,4211.7,6538.4,80,43,14.5,"MBP(6), MTURN(5), KIF5A(4), CAMK2N1(3), DIRAS2(3)",Oligodendrocyte,0.087,0.4102,34.4
7313,4196.2,6718.0,68,41,15.3,"MBP(6), CAMK2N1(5), KIF5A(5), KIF1A(4), GJA1(3)",Oligodendrocyte,0.103,0.423,11.9
7314,4226.6,768.1,38,28,11.6,"CCNI(4), NORAD(3), AK5(2), CAMK2N1(2), KIF5A(2)",Glutamatergic,0.026,0.4446,15.2
7315,4114.0,797.1,75,37,15.9,"CAMK2N1(12), ENC1(6), DKK3(4), GNAL(4), KIF5A(4)",GABAergic,0.013,0.4207,16.4
7316,4151.7,764.5,67,41,13.8,"CAMK2N1(7), YWHAH(5), KIF5A(4), DKK3(3), ENC1(3)",GABAergic,0.03,0.4296,19.9
7317,4227.5,1656.0,71,43,16.1,"CAMK2N1(6), RELN(4), C14orf132(3), CCNI(3), CXCL14(3)",GABAergic,0.042,0.438,36.9
7318,4092.7,1688.5,66,40,13.6,"CAMK2N1(12), KIF5A(4), NEFL(3), AK5(2), CABP1(2)",GABAergic,0.03,0.4154,15.5
7319,4194.8,1593.7,76,46,13.6,"CAMK2N1(8), MTURN(5), AK5(4), HPCAL1(4), DKK3(3)",Glutamatergic,0.013,0.4339,18.3
7320,4167.7,1696.5,46,32,12.3,"AK5(4), ENC1(4), CAMK2N1(3), DIRAS2(2), DKK3(2)",GABAergic,0.022,0.424,21.3
7321,4121.6,1940.2,118,62,16.6,"CAMK2N1(11), ENC1(8), KIF5A(6), HSPA8(5), LMO4(5)",GABAergic,0.008,0.4268,18.9
7322,4143.4,1791.2,429,123,39.6,"CAMK2N1(50), KIF5A(19), YWHAH(16), ENC1(15), HSPA8(13)",GABAergic,0.019,0.4303,17.9
7323,4147.6,1927.6,24,18,7.2,"CAMK2N1(3), ENC1(3), VIM(3), AK5(1), CABP1(1)",Unknown,0.0,0.4136,15.9
7324,4014.9,2011.2,114,57,18.3,"CAMK2N1(13), ENC1(6), NORAD(6), NEFM(5), YWHAH(5)",Glutamatergic,0.009,0.415,26.4
7325,4026.5,2188.5,50,31,12.4,"CAMK2N1(6), DKK3(5), ENC1(3), HSPA8(3), KIF5A(3)",GABAergic,0.02,0.4238,19.2
7326,4083.2,2062.0,35,27,11.7,"CAMK2N1(5), KIF1A(3), DKK3(2), KIF5A(2), AK5(1)",Oligodendrocyte,0.029,0.4393,41.5
7327,4085.9,2102.0,75,41,15.1,"CAMK2N1(11), KIF5A(6), ENC1(4), YWHAH(4), CCNI(3)",Glutamatergic,0.013,0.4285,25.5
7328,4208.3,2105.6,32,25,8.4,"CAMK2N1(3), HSPA8(3), NORAD(3), RTF2(2), AK5(1)",Astrocyte,0.031,0.4383,27.0
7329,4029.0,2227.3,119,60,19.1,"CAMK2N1(8), ENC1(8), KIF5A(6), FGFR3(5), MTURN(5)",Glutamatergic,0.008,0.4451,17.6
7330,4091.4,2217.8,91,48,15.3,"CAMK2N1(10), CCNI(6), KIF5A(6), NORAD(5), NTRK2(5)",Glutamatergic,0.011,0.4276,18.5
7331,3997.8,2205.9,169,71,32.2,"CAMK2N1(13), ENC1(9), HSPA8(9), DKK3(8), CCNI(5)",Oligodendrocyte,0.024,0.4213,17.1
7332,4008.6,2407.4,100,45,17.2,"CAMK2N1(15), KIF5A(10), AK5(4), KIF1A(4), LMO4(4)",Oligodendrocyte,0.02,0.4213,15.7
7333,4062.7,2258.8,115,49,18.3,"CAMK2N1(12), KIF5A(9), NORAD(8), NEFL(7), ENC1(6)",Glutamatergic,0.009,0.4087,16.4
7334,4193.1,2358.7,36,24,9.3,"CAMK2N1(6), C14orf132(3), HSPA8(3), KIF5A(3), ENC1(2)",GABAergic,0.028,0.4291,13.6
7335,4303.4,162.6,43,30,11.6,"CCNI(4), NRXN1(3), TMSB10(3), YWHAH(3), AK5(2)",Unknown,0.0,0.415,17.5
7336,4370.1,214.2,77,46,12.5,"KIF5A(6), CAMK2N1(5), ENC1(4), C14orf132(3), CCNI(3)",Glutamatergic,0.013,0.4417,12.8
7337,4452.9,439.5,98,53,16.8,"CAMK2N1(15), MTURN(5), CCNI(4), KIF5A(4), SNPH(4)",Glutamatergic,0.01,0.4373,14.8
7338,4265.6,370.7,36,27,9.4,"CAMK2N1(3), NTRK2(3), AK5(2), ARPP19(2), CHST1(2)",Oligodendrocyte,0.056,0.4392,14.8
7339,4350.6,331.5,119,69,19.8,"CAMK2N1(10), CCNI(4), KIF1A(4), LMO4(4), AK5(3)",Astrocyte,0.034,0.4603,18.5
7340,4390.1,348.7,137,58,24.0,"CAMK2N1(18), KIF5A(14), CCNI(10), NEFL(6), ENC1(5)",Glutamatergic,0.022,0.4165,10.9
7341,4404.4,498.9,71,43,13.7,"KIF5A(7), CCNI(5), CAMK2N1(4), ENC1(4), AK5(3)",Glutamatergic,0.014,0.4209,16.3
7342,4440.1,362.5,102,51,17.3,"CAMK2N1(9), YWHAH(9), KIF5A(6), NEFL(5), SOD2(5)",GABAergic,0.02,0.4234,14.6
7343,4462.3,307.8,33,24,8.0,"CAMK2N1(7), ENC1(2), LMO4(2), RPS26(2), AJ009632.2(1)",Unknown,0.0,0.449,29.6
7344,4500.8,367.0,64,39,14.5,"CAMK2N1(7), AQP4(4), NTRK2(4), KIF5A(3), MTURN(3)",Astrocyte,0.062,0.4402,15.6
7345,4314.9,407.4,119,60,17.4,"CAMK2N1(15), YWHAH(7), ENC1(5), NEFL(5), CCNI(4)",Oligodendrocyte,0.017,0.4306,16.3
7346,4363.9,499.9,92,50,16.2,"CAMK2N1(17), KIF5A(7), CCNI(6), AK5(3), ARPP19(3)",GABAergic,0.011,0.4122,25.1
7347,4378.0,2610.3,63,42,13.9,"KIF5A(7), CAMK2N1(4), NEFL(4), CCNI(3), CARTPT(2)",Unknown,0.0,0.4238,13.4
7348,4452.3,2794.2,59,37,10.4,"NTRK2(5), HSPA8(4), AK5(3), CAMK2N1(3), DKK3(3)",Glutamatergic,0.017,0.4235,10.0
7349,4399.6,2795.3,45,33,10.5,"KIF5A(4), CAMK2N1(3), NEFM(3), CCNI(2), MAPK3(2)",Glutamatergic,0.022,0.417,13.1
7350,4415.6,3239.0,59,44,12.9,"CCNI(6), KIF5A(3), AK5(2), CABP1(2), CAMK2N1(2)",Oligodendrocyte,0.034,0.4528,15.3
7351,4273.0,3091.7,31,23,5.8,"EPAS1(3), CCNI(2), GATD3A(2), HLA-B(2), ISLR(2)",Endothelial,0.065,0.4508,40.9
7352,4452.4,3204.0,239,85,36.6,"CAMK2N1(25), KIF5A(19), CCNI(14), NEFL(12), KIF1A(8)",GABAergic,0.017,0.4317,17.1
7353,4448.7,3684.3,78,43,16.1,"CAMK2N1(8), CCNI(8), KIF1A(5), KIF5A(4), LMO4(4)",Astrocyte,0.013,0.4221,15.8
7354,4294.7,3701.9,223,87,30.4,"CAMK2N1(23), KIF5A(18), NEFL(12), CCNI(11), KIF1A(10)",Oligodendrocyte,0.031,0.4262,17.8
7355,4465.0,3704.2,52,31,13.9,"CCNI(5), MBP(4), CABP1(3), CAMK2N1(3), FGFR3(3)",Oligodendrocyte,0.096,0.4481,11.6
7356,4274.2,3746.0,125,56,20.8,"KIF5A(12), CAMK2N1(10), MTURN(7), MBP(6), HNRNPH3(5)",Oligodendrocyte,0.048,0.4373,18.8
7357,4265.0,3965.7,193,86,25.2,"MBP(17), CCNI(11), KIF5A(10), CAMK2N1(8), KIF1A(7)",Oligodendrocyte,0.098,0.4332,23.4
7358,4444.6,3776.3,187,73,24.0,"CAMK2N1(12), MBP(10), KIF5A(9), CCNI(8), NEFL(8)",Oligodendrocyte,0.053,0.4195,18.3
7359,4444.0,3866.8,43,33,11.3,"CAMK2N1(4), KIF5A(4), NTRK2(2), PDXK(2), SCN1B(2)",Astrocyte,0.023,0.4303,14.0
7360,4484.1,4488.4,133,63,18.8,"KIF5A(12), CAMK2N1(7), ENC1(7), CCNI(6), HSPA8(6)",Oligodendrocyte,0.06,0.4275,11.6
7361,4490.5,4458.4,85,45,14.5,"CAMK2N1(7), KIF5A(6), NEFL(6), AK5(4), CCNI(3)",Glutamatergic,0.012,0.4267,13.0
7362,4421.9,4623.3,35,29,8.5,"CAMK2N1(3), AQP4(2), CCNI(2), KIF1A(2), MBP(2)",Astrocyte,0.057,0.4302,23.8
7363,4334.4,4529.1,208,75,25.0,"KIF5A(20), CAMK2N1(12), YWHAH(11), ENC1(10), HSPA8(9)",Oligodendrocyte,0.029,0.4211,17.0
7364,4341.2,4880.8,132,59,17.1,"KIF5A(17), CAMK2N1(10), CCNI(7), MBP(7), PCP4(6)",Oligodendrocyte,0.061,0.4137,17.4
7365,4501.6,4814.0,72,46,13.7,"KIF5A(10), CCNI(4), CAMK2N1(3), S100B(3), TMSB10(3)",Oligodendrocyte,0.014,0.4171,28.7
7366,4484.3,4983.5,154,65,24.4,"NEFL(12), CCNI(10), KIF5A(7), MTURN(7), NORAD(7)",Oligodendrocyte,0.032,0.4251,18.4
