sample_id,level,cell_type,count,method
Br2421,supertype_label,Pax6_3,15,old_correlation
Br2421,supertype_label,Vip_4,14,old_correlation
Br2421,supertype_label,L5/6 NP_1,12,old_correlation
Br2421,supertype_label,Sst_7,11,old_correlation
Br2421,supertype_label,Vip_12,10,old_correlation
Br2421,supertype_label,Vip_5,9,old_correlation
Br2421,supertype_label,L6 IT_1,8,old_correlation
Br2421,supertype_label,Vip_13,8,old_correlation
Br2421,supertype_label,L6 CT_2,8,old_correlation
Br2421,supertype_label,L6 CT_4,7,old_correlation
Br2421,supertype_label,L5 IT_3,5,old_correlation
Br2421,supertype_label,Vip_15,5,old_correlation
Br2421,supertype_label,Pvalb_7,5,old_correlation
Br2421,supertype_label,Pvalb_3,5,old_correlation
Br2421,supertype_label,L5/6 NP_4,4,old_correlation
Br2421,supertype_label,Endo_3,4,old_correlation
Br2421,supertype_label,Chandelier_1,3,old_correlation
Br2421,supertype_label,Sncg_8,3,old_correlation
Br2421,supertype_label,Vip_6,2,old_correlation
Br2421,supertype_label,Sst_23,2,old_correlation
Br2421,supertype_label,L5 ET_1,2,old_correlation
Br2421,supertype_label,L5/6 NP_2,1,old_correlation
